job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avarage_salary_USD,Year,Month,salary_level
364,Miller-Bishop,Healthcare,AI Product Manager,"Hugging Face, GCP, Excel, NumPy",Senior,Remote,"West Stephaniefort, FR",118921-192736,12/2/2024,Large,"LangChain, FastAPI",118921,192736,155828.5,2024,12,High
365,Krueger-Tanner,E-commerce,AI Product Manager,"LangChain, Reinforcement Learning, FastAPI, Power BI, AWS",Entry,Internship,"Port Rebecca, US",57113-75630,3/25/2024,Mid,"KDB+, TensorFlow, PyTorch",57113,75630,66371.5,2024,3,Low
366,"Johnson, Castaneda and Duke",Tech,AI Product Manager,"CUDA, FastAPI, Python",Mid,Full-time,"Powellshire, JM",70702-164914,5/12/2025,Startup,"MLflow, PyTorch",70702,164914,117808,2025,5,Medium
367,"Riley, Beltran and Lucero",E-commerce,Data Analyst,"Flask, TensorFlow, Scikit-learn, MLflow",Entry,Full-time,"North Natalie, EC",114639-183492,6/9/2025,Startup,LangChain,114639,183492,149065.5,2025,6,Medium
368,Perez-Williams,Healthcare,AI Product Manager,"Scikit-learn, SQL, GCP, Hugging Face",Senior,Contract,"West Denisetown, VU",110697-201149,6/4/2024,Mid,MLflow,110697,201149,155923,2024,6,High
369,Silva-Russell,Retail,Data Analyst,"Reinforcement Learning, MLflow, PyTorch, LangChain, Hugging Face, AWS",Senior,Remote,"Petersonchester, UG",68664-136603,9/13/2024,Mid,"TensorFlow, PyTorch",68664,136603,102633.5,2024,9,Medium
370,"Matthews, Bailey and Banks",Education,NLP Engineer,"R, Python, PyTorch, CUDA",Entry,Remote,"Daughertyborough, SA",64445-150617,9/8/2024,Large,"KDB+, PyTorch, FastAPI",64445,150617,107531,2024,9,Medium
371,Santiago-King,Education,Quant Researcher,"MLflow, Keras, TensorFlow, CUDA, Flask",Entry,Remote,"Lake Linda, AT",74954-114010,10/12/2024,Mid,"Scikit-learn, PyTorch",74954,114010,94482,2024,10,Low
372,"Caldwell, Richardson and Hines",Retail,AI Researcher,"CUDA, Power BI, Hugging Face, Pandas, MLflow",Senior,Internship,"North Jesusfurt, AL",83014-110116,4/7/2025,Large,KDB+,83014,110116,96565,2025,4,Low
373,"Washington, Smith and Hicks",Automotive,ML Engineer,"Flask, PyTorch, Reinforcement Learning, MLflow",Senior,Contract,"West Regina, AG",146097-192440,8/22/2024,Startup,"LangChain, PyTorch",146097,192440,169268.5,2024,8,High
374,"Cummings, Ball and Owens",Healthcare,Data Analyst,"C++, NumPy, CUDA, GCP, TensorFlow, Hugging Face",Entry,Full-time,"Boydtown, HT",50137-121449,3/20/2025,Mid,"TensorFlow, Scikit-learn, PyTorch",50137,121449,85793,2025,3,Low
375,"Harrington, Gross and Kim",Tech,NLP Engineer,"Flask, CUDA, AWS",Senior,Full-time,"Lake Lisamouth, CR",96091-176352,11/25/2024,Startup,Scikit-learn,96091,176352,136221.5,2024,11,Medium
376,"Bryan, Harding and Hamilton",Finance,AI Product Manager,"R, Python, PyTorch, GCP, Power BI",Senior,Contract,"Campbellburgh, PL",118753-156568,5/3/2025,Mid,"MLflow, TensorFlow",118753,156568,137660.5,2025,5,Medium
377,"Miller, Cox and Clark",Tech,Quant Researcher,"Hugging Face, MLflow, CUDA",Entry,Contract,"Jacksonberg, MR",56022-87385,9/24/2023,Large,"KDB+, PyTorch",56022,87385,71703.5,2023,9,Low
378,Watson-Boyle,Education,NLP Engineer,"FastAPI, TensorFlow, PyTorch",Senior,Full-time,"Geraldville, TT",65449-93935,8/22/2024,Mid,"Scikit-learn, PyTorch, TensorFlow",65449,93935,79692,2024,8,Low
379,"Montoya, Chambers and Bennett",E-commerce,Quant Researcher,"Excel, CUDA, Keras",Entry,Remote,"Odommouth, JO",53432-134809,2/9/2024,Startup,"PyTorch, Scikit-learn",53432,134809,94120.5,2024,2,Low
380,"Fields, Porter and Martinez",Finance,Quant Researcher,"Power BI, FastAPI, Azure, MLflow, CUDA",Entry,Full-time,"New Dawn, CV",91250-117518,2/10/2025,Mid,"KDB+, Scikit-learn, FastAPI",91250,117518,104384,2025,2,Medium
381,"Gallegos, Ruiz and Ross",E-commerce,Data Scientist,"Reinforcement Learning, Hugging Face, GCP, Excel, MLflow, CUDA",Senior,Contract,"Proctorbury, HR",56274-130011,10/24/2024,Large,MLflow,56274,130011,93142.5,2024,10,Low
382,Ingram LLC,Retail,Computer Vision Engineer,"Keras, Excel, Power BI, SQL, GCP",Mid,Internship,"Gonzalezbury, TW",100532-123437,7/28/2025,Large,"KDB+, TensorFlow",100532,123437,111984.5,2025,7,Medium
383,Moody Inc,E-commerce,AI Product Manager,"LangChain, Scikit-learn, Keras, Power BI, Excel",Senior,Remote,"West Benjamin, DJ",133743-144254,11/13/2023,Mid,"Scikit-learn, FastAPI",133743,144254,138998.5,2023,11,Medium
384,Walls-Kidd,Tech,AI Product Manager,"SQL, CUDA, AWS",Entry,Remote,"Wheelermouth, UY",44510-92759,10/20/2023,Startup,TensorFlow,44510,92759,68634.5,2023,10,Low
385,Mullins Group,Automotive,NLP Engineer,"SQL, C++, CUDA, GCP, Flask, Reinforcement Learning",Entry,Contract,"Brianview, DJ",88577-147284,5/16/2025,Mid,BigQuery,88577,147284,117930.5,2025,5,Medium
386,King Group,Healthcare,NLP Engineer,"C++, Excel, Scikit-learn, FastAPI, Power BI",Mid,Full-time,"New Jeffreyhaven, AE",129724-218042,6/4/2024,Large,"LangChain, PyTorch",129724,218042,173883,2024,6,High
387,Hansen-Stone,Retail,Quant Researcher,"C++, CUDA, Power BI, Azure, AWS, PyTorch",Entry,Internship,"West William, ID",41023-80713,3/15/2024,Mid,KDB+,41023,80713,60868,2024,3,Low
388,Gardner Group,Retail,ML Engineer,"LangChain, Pandas, Scikit-learn, CUDA, Reinforcement Learning, TensorFlow",Entry,Internship,"Port Monicaborough, KW",106371-127550,4/16/2025,Startup,PyTorch,106371,127550,116960.5,2025,4,Medium
389,Leonard-Duke,Retail,AI Researcher,"Keras, PyTorch, AWS, SQL",Mid,Internship,"Patrickfurt, BD",56530-75014,1/4/2025,Mid,Scikit-learn,56530,75014,65772,2025,1,Low
390,Patton and Sons,Retail,NLP Engineer,"Power BI, GCP, TensorFlow, CUDA, MLflow",Entry,Internship,"West Melissa, MH",119266-200044,3/14/2024,Startup,"BigQuery, LangChain, Scikit-learn",119266,200044,159655,2024,3,High
391,Vazquez PLC,Automotive,AI Product Manager,"FastAPI, NumPy, R",Senior,Remote,"New Matthew, SC",131807-227051,3/20/2025,Large,PyTorch,131807,227051,179429,2025,3,High
392,Romero PLC,Tech,ML Engineer,"FastAPI, NumPy, R",Senior,Internship,"Christianland, PT",50349-109003,6/22/2024,Startup,LangChain,50349,109003,79676,2024,6,Low
393,Howell PLC,Healthcare,Quant Researcher,"Flask, PyTorch, GCP",Senior,Contract,"Millermouth, CF",56567-116937,9/18/2024,Mid,"LangChain, FastAPI, TensorFlow",56567,116937,86752,2024,9,Low
394,Beltran PLC,Retail,Data Analyst,"Azure, PyTorch, Pandas, R, GCP",Entry,Full-time,"Alexiston, UY",137094-205303,4/9/2025,Large,"FastAPI, Scikit-learn",137094,205303,171198.5,2025,4,High
395,Browning Inc,Healthcare,ML Engineer,"PyTorch, Azure, LangChain, Python",Senior,Internship,"Shariborough, BO",123710-203362,12/25/2024,Large,"Scikit-learn, MLflow",123710,203362,163536,2024,12,High
396,Strong-Davis,Healthcare,Data Scientist,"Reinforcement Learning, Scikit-learn, TensorFlow, PyTorch, Hugging Face, Flask",Mid,Contract,"Jasonbury, CD",120259-184163,5/30/2024,Startup,PyTorch,120259,184163,152211,2024,5,High
397,"Richardson, Burton and Stephens",Finance,Quant Researcher,"LangChain, Pandas, Power BI",Entry,Remote,"Timothyland, LR",131912-166499,9/23/2024,Mid,"TensorFlow, FastAPI",131912,166499,149205.5,2024,9,Medium
398,Salinas-Taylor,Retail,NLP Engineer,"PyTorch, MLflow, LangChain",Entry,Internship,"Georgeport, CI",74468-85718,9/13/2025,Mid,KDB+,74468,85718,80093,2025,9,Low
399,Hunt Ltd,Finance,Data Analyst,"SQL, GCP, PyTorch",Entry,Remote,"Jacksonfort, PG",43013-128940,9/13/2025,Startup,"KDB+, TensorFlow, PyTorch",43013,128940,85976.5,2025,9,Low
400,Carr Group,Education,Data Scientist,"C++, GCP, Reinforcement Learning, R, Python, Power BI",Entry,Full-time,"Murphymouth, GM",55605-70305,9/23/2024,Startup,"PyTorch, KDB+, LangChain",55605,70305,62955,2024,9,Low
401,Harris LLC,E-commerce,NLP Engineer,"Reinforcement Learning, Pandas, NumPy, FastAPI",Entry,Full-time,"South Randytown, PA",99742-185700,10/25/2024,Mid,TensorFlow,99742,185700,142721,2024,10,Medium
402,Reyes-Lowery,Automotive,AI Product Manager,"Pandas, Keras, Scikit-learn, TensorFlow",Mid,Internship,"Samanthaborough, VA",103675-173394,7/26/2024,Startup,BigQuery,103675,173394,138534.5,2024,7,Medium
403,"Charles, Henry and Stark",Education,Computer Vision Engineer,"FastAPI, AWS, Hugging Face, R",Mid,Remote,"Valenzuelaborough, BF",126438-181388,4/25/2024,Startup,PyTorch,126438,181388,153913,2024,4,High
404,"Hill, Lucas and Alvarez",Healthcare,NLP Engineer,"C++, PyTorch, Flask",Mid,Remote,"Adamport, LC",45855-71005,1/16/2025,Mid,KDB+,45855,71005,58430,2025,1,Low
405,Stone-Lee,Tech,AI Researcher,"LangChain, Pandas, AWS",Mid,Contract,"North Rebecca, LS",77831-145508,6/24/2024,Large,FastAPI,77831,145508,111669.5,2024,6,Medium
406,"Johnson, Williams and Perkins",Finance,Quant Researcher,"AWS, GCP, Azure, Scikit-learn, Python",Mid,Internship,"Bennettland, SN",91591-110529,11/11/2024,Mid,"FastAPI, TensorFlow",91591,110529,101060,2024,11,Medium
407,Hays-Smith,Finance,AI Researcher,"FastAPI, NumPy, Excel",Entry,Full-time,"North Kristin, LC",115140-139207,4/21/2024,Mid,"MLflow, TensorFlow",115140,139207,127173.5,2024,4,Medium
408,Hansen-Martin,Healthcare,ML Engineer,"Reinforcement Learning, GCP, PyTorch",Senior,Full-time,"Jessicaborough, BB",52749-82725,11/8/2024,Startup,"LangChain, MLflow, Scikit-learn",52749,82725,67737,2024,11,Low
409,Calderon Inc,Retail,Quant Researcher,"GCP, SQL, R, AWS",Mid,Remote,"Alexanderfort, PT",59860-82154,11/29/2024,Startup,LangChain,59860,82154,71007,2024,11,Low
410,Brown Group,Healthcare,AI Researcher,"CUDA, SQL, AWS, Azure, Python",Senior,Contract,"Jameston, RO",134954-197152,8/19/2025,Startup,"LangChain, Scikit-learn",134954,197152,166053,2025,8,High
411,"Robertson, Davis and Gray",Tech,Data Analyst,"Excel, Scikit-learn, Flask, Power BI",Senior,Contract,"Martintown, TW",89200-180591,8/9/2025,Startup,"KDB+, FastAPI",89200,180591,134895.5,2025,8,Medium
412,"Anderson, Lawrence and Drake",Automotive,AI Researcher,"FastAPI, Azure, Pandas, NumPy",Entry,Full-time,"Annastad, AT",54169-136576,6/28/2025,Startup,"BigQuery, TensorFlow, KDB+",54169,136576,95372.5,2025,6,Low
413,Lynn-Burke,Healthcare,Data Scientist,"PyTorch, Power BI, Scikit-learn",Entry,Remote,"East Carolport, BA",77375-151774,12/17/2024,Startup,"LangChain, MLflow",77375,151774,114574.5,2024,12,Medium
414,Travis-Glass,Healthcare,AI Product Manager,"Hugging Face, PyTorch, Reinforcement Learning, MLflow, Scikit-learn",Mid,Internship,"Simmonsside, MW",44125-73147,8/11/2025,Large,"MLflow, Scikit-learn",44125,73147,58636,2025,8,Low
415,Leonard LLC,Education,Data Analyst,"LangChain, Python, MLflow, TensorFlow, FastAPI",Entry,Internship,"Bellfort, MV",68767-93624,2/5/2025,Mid,FastAPI,68767,93624,81195.5,2025,2,Low
416,"Kim, Allison and Ryan",Retail,ML Engineer,"Keras, Python, SQL",Mid,Contract,"Bowersberg, BD",43289-102091,11/29/2024,Large,"KDB+, PyTorch",43289,102091,72690,2024,11,Low
417,"Ellis, Townsend and Harrison",Finance,AI Product Manager,"SQL, R, TensorFlow, Flask",Entry,Internship,"South Andreamouth, AF",99708-126007,5/19/2024,Mid,"KDB+, LangChain",99708,126007,112857.5,2024,5,Medium
418,"Steele, Aguilar and Jackson",Finance,ML Engineer,"Reinforcement Learning, Keras, NumPy, Pandas, Hugging Face, R",Entry,Contract,"North Amandamouth, IE",57692-81756,4/6/2025,Large,TensorFlow,57692,81756,69724,2025,4,Low
419,Peck Group,Finance,AI Researcher,"Python, LangChain, CUDA, C++",Mid,Full-time,"West Christopherville, HR",54082-149736,9/17/2025,Mid,LangChain,54082,149736,101909,2025,9,Medium
420,Higgins-Hall,E-commerce,Data Analyst,"Keras, R, NumPy, Reinforcement Learning",Mid,Contract,"Suttonland, MV",101456-135672,3/16/2024,Startup,"Scikit-learn, KDB+, MLflow",101456,135672,118564,2024,3,Medium
421,"Hicks, Sullivan and Kline",Education,AI Researcher,"TensorFlow, Keras, Python, FastAPI",Mid,Contract,"Steveborough, LR",77948-107734,3/15/2025,Startup,"LangChain, FastAPI, TensorFlow",77948,107734,92841,2025,3,Low
422,Marquez and Sons,Retail,AI Researcher,"Pandas, C++, PyTorch, TensorFlow",Mid,Contract,"East Aaron, IQ",143838-191740,2/19/2024,Mid,LangChain,143838,191740,167789,2024,2,High
423,Moore-Mann,Education,Quant Researcher,"FastAPI, CUDA, R, Scikit-learn",Entry,Contract,"Melvintown, HT",64090-112937,2/20/2024,Large,"TensorFlow, PyTorch",64090,112937,88513.5,2024,2,Low
424,Ramirez Ltd,Finance,ML Engineer,"LangChain, MLflow, Flask, AWS",Entry,Internship,"South Jeremyton, AM",67555-113613,7/11/2025,Large,LangChain,67555,113613,90584,2025,7,Low
425,"Garcia, Drake and Gonzalez",Finance,Computer Vision Engineer,"Excel, FastAPI, Hugging Face, LangChain, Flask",Senior,Full-time,"Jamesfurt, BW",73755-149397,12/14/2024,Startup,"BigQuery, Scikit-learn",73755,149397,111576,2024,12,Medium
426,"Edwards, Jackson and Baker",Automotive,Data Analyst,"NumPy, MLflow, TensorFlow",Entry,Contract,"Sullivanshire, WS",147219-223596,11/11/2024,Large,"PyTorch, TensorFlow",147219,223596,185407.5,2024,11,High
427,Turner Group,E-commerce,NLP Engineer,"TensorFlow, Power BI, GCP, Flask, Keras, Pandas",Entry,Internship,"Mariaburgh, AT",120574-164253,2/13/2025,Mid,"FastAPI, BigQuery, TensorFlow",120574,164253,142413.5,2025,2,Medium
428,Castro PLC,Education,Quant Researcher,"TensorFlow, GCP, Reinforcement Learning, Hugging Face",Senior,Internship,"West Tammie, KW",76450-162635,11/30/2023,Startup,"PyTorch, TensorFlow, KDB+",76450,162635,119542.5,2023,11,Medium
429,"Coffey, Shannon and Mclean",Automotive,ML Engineer,"MLflow, Keras, Reinforcement Learning, Flask, TensorFlow, R",Entry,Full-time,"Johnfurt, MR",105179-161042,5/30/2025,Startup,"PyTorch, KDB+",105179,161042,133110.5,2025,5,Medium
430,Wilcox Ltd,Automotive,Computer Vision Engineer,"FastAPI, R, Scikit-learn, SQL",Mid,Full-time,"Robertsonbury, VN",100296-111823,3/7/2024,Startup,"TensorFlow, FastAPI",100296,111823,106059.5,2024,3,Medium
431,Mcbride-Skinner,E-commerce,AI Product Manager,"PyTorch, CUDA, Reinforcement Learning, C++",Entry,Full-time,"Port Daleborough, MW",53381-103735,6/19/2025,Mid,"TensorFlow, BigQuery, LangChain",53381,103735,78558,2025,6,Low
432,Alexander Inc,E-commerce,AI Researcher,"FastAPI, C++, MLflow, Reinforcement Learning",Senior,Full-time,"East Lynnchester, FI",116301-214253,6/27/2024,Large,"TensorFlow, MLflow",116301,214253,165277,2024,6,High
433,Ramsey-Barnes,Tech,AI Researcher,"LangChain, Python, AWS, R, Azure, Pandas",Entry,Contract,"Jackburgh, BB",140443-182231,11/29/2023,Mid,"BigQuery, MLflow, KDB+",140443,182231,161337,2023,11,High
434,Clark and Sons,Retail,NLP Engineer,"FastAPI, NumPy, C++, Azure",Entry,Contract,"East Samuelfort, PS",92799-159163,7/10/2024,Mid,"MLflow, KDB+, FastAPI",92799,159163,125981,2024,7,Medium
435,Blair-Shaffer,Tech,AI Product Manager,"Keras, PyTorch, R, Hugging Face, CUDA",Entry,Contract,"Lindseymouth, CM",48181-75949,8/29/2024,Startup,BigQuery,48181,75949,62065,2024,8,Low
436,Salazar-Clark,Retail,Quant Researcher,"Reinforcement Learning, AWS, Azure, Pandas, Keras, Power BI",Entry,Full-time,"New Samanthaport, MC",72489-167549,3/21/2024,Mid,"TensorFlow, BigQuery",72489,167549,120019,2024,3,Medium
437,Jones-Simpson,E-commerce,Computer Vision Engineer,"TensorFlow, CUDA, MLflow",Senior,Internship,"Charlottechester, BZ",140658-230833,11/8/2023,Mid,"TensorFlow, BigQuery",140658,230833,185745.5,2023,11,High
438,Johnson-Jackson,Finance,Data Scientist,"R, MLflow, Reinforcement Learning, Azure",Entry,Remote,"Lake Meganborough, MX",130536-167334,7/6/2025,Large,"TensorFlow, KDB+",130536,167334,148935,2025,7,Medium
439,Lane-Rodriguez,Finance,Quant Researcher,"Scikit-learn, Excel, Azure, Flask, Hugging Face, Pandas",Senior,Full-time,"South Katherine, DE",81950-133686,3/30/2024,Startup,"PyTorch, LangChain, KDB+",81950,133686,107818,2024,3,Medium
440,"Jones, Thompson and Gomez",Education,Quant Researcher,"Power BI, Hugging Face, GCP",Senior,Contract,"West Gregorychester, ET",134169-173479,5/4/2024,Large,Scikit-learn,134169,173479,153824,2024,5,High
441,"Ho, Mitchell and King",Automotive,ML Engineer,"NumPy, LangChain, R, Scikit-learn",Senior,Contract,"Port Carolineside, SG",40824-92636,3/16/2025,Large,TensorFlow,40824,92636,66730,2025,3,Low
442,Mathis-Davila,Tech,Quant Researcher,"SQL, Hugging Face, Keras, AWS, MLflow, R",Mid,Internship,"West Bethchester, HR",94799-136985,10/13/2024,Startup,"LangChain, PyTorch, FastAPI",94799,136985,115892,2024,10,Medium
443,Perez-Hawkins,Automotive,Computer Vision Engineer,"Pandas, Hugging Face, Keras",Mid,Internship,"New Frederickstad, NA",83771-94234,7/28/2025,Large,FastAPI,83771,94234,89002.5,2025,7,Low
444,"Perez, Butler and Carroll",E-commerce,ML Engineer,"Excel, Hugging Face, SQL, Azure",Entry,Contract,"Lauraland, KZ",115058-174712,4/29/2025,Mid,KDB+,115058,174712,144885,2025,4,Medium
445,Ford PLC,E-commerce,Computer Vision Engineer,"FastAPI, Scikit-learn, Pandas, NumPy, Excel, CUDA",Mid,Contract,"East Robert, RS",119046-198687,2/7/2025,Mid,"Scikit-learn, KDB+, MLflow",119046,198687,158866.5,2025,2,High
446,Rivera Ltd,Retail,Computer Vision Engineer,"Python, PyTorch, Keras, Power BI, Reinforcement Learning",Senior,Remote,"West Bonnieville, CA",76496-169636,3/16/2024,Startup,BigQuery,76496,169636,123066,2024,3,Medium
447,Thompson-White,E-commerce,Computer Vision Engineer,"LangChain, TensorFlow, Pandas, Flask",Senior,Remote,"Coryfurt, KG",114726-166530,1/2/2025,Large,"FastAPI, MLflow",114726,166530,140628,2025,1,Medium
448,"Johnson, Foster and Martin",Education,NLP Engineer,"MLflow, CUDA, Power BI, FastAPI",Mid,Remote,"Smithfurt, SB",87007-185082,10/22/2023,Startup,"FastAPI, BigQuery",87007,185082,136044.5,2023,10,Medium
449,Solomon-Hartman,Finance,Data Analyst,"Pandas, Azure, Keras, PyTorch, AWS, Hugging Face",Mid,Remote,"West Christopherfort, GM",101003-168211,8/24/2024,Startup,"BigQuery, KDB+",101003,168211,134607,2024,8,Medium
450,"Kelley, Adams and Robertson",Automotive,ML Engineer,"Hugging Face, SQL, TensorFlow",Entry,Full-time,"Port James, LY",123063-188735,8/13/2024,Mid,"Scikit-learn, BigQuery",123063,188735,155899,2024,8,High
451,Johnson-Cabrera,Healthcare,ML Engineer,"TensorFlow, PyTorch, FastAPI, Hugging Face, LangChain, AWS",Senior,Contract,"South Bryanberg, GD",43723-55609,5/12/2024,Large,"TensorFlow, PyTorch, LangChain",43723,55609,49666,2024,5,Low
452,"Love, Liu and Flynn",Tech,Quant Researcher,"Excel, LangChain, MLflow, CUDA, Reinforcement Learning",Entry,Full-time,"Matthewshire, FR",62280-142270,3/25/2025,Startup,MLflow,62280,142270,102275,2025,3,Medium
453,Mcdonald and Sons,Retail,Quant Researcher,"TensorFlow, AWS, Azure",Senior,Remote,"Villanuevaberg, KM",122800-196570,5/1/2025,Large,"FastAPI, LangChain, PyTorch",122800,196570,159685,2025,5,High
454,Le Ltd,Finance,AI Product Manager,"R, TensorFlow, C++, Hugging Face, SQL, Flask",Entry,Internship,"South Ginachester, TV",109750-192019,3/8/2024,Large,"KDB+, BigQuery",109750,192019,150884.5,2024,3,High
455,Larson-Moss,Healthcare,AI Product Manager,"C++, Reinforcement Learning, NumPy, LangChain",Mid,Internship,"South Williamfurt, BB",92256-151389,10/13/2023,Large,FastAPI,92256,151389,121822.5,2023,10,Medium
456,"Farmer, Thompson and Smith",Healthcare,ML Engineer,"Flask, SQL, PyTorch, C++, TensorFlow",Mid,Full-time,"New Daniel, KP",62733-72920,12/30/2023,Large,KDB+,62733,72920,67826.5,2023,12,Low
457,Burns-Davis,Healthcare,NLP Engineer,"Python, AWS, NumPy, Power BI, Hugging Face",Senior,Internship,"Nicholasshire, PH",44536-65243,1/3/2024,Large,"FastAPI, LangChain",44536,65243,54889.5,2024,1,Low
458,Scott-Hernandez,Retail,ML Engineer,"CUDA, Keras, TensorFlow, Scikit-learn",Senior,Full-time,"Freemanland, GD",117848-182284,3/31/2025,Startup,BigQuery,117848,182284,150066,2025,3,High
459,Lozano-Valencia,E-commerce,Data Scientist,"LangChain, AWS, Scikit-learn, Flask",Entry,Internship,"Kelseybury, US",126486-160422,3/22/2024,Startup,"BigQuery, KDB+",126486,160422,143454,2024,3,Medium
460,Watkins-Pearson,Finance,Quant Researcher,"R, SQL, Hugging Face, Keras, Pandas",Mid,Remote,"East Rhondaview, IL",47182-68293,9/4/2024,Large,"TensorFlow, BigQuery, LangChain",47182,68293,57737.5,2024,9,Low
461,Lewis Inc,Finance,Data Scientist,"Hugging Face, Pandas, PyTorch, SQL, R, Excel",Senior,Full-time,"Lake Anthony, MN",61782-111016,2/15/2024,Startup,"LangChain, TensorFlow",61782,111016,86399,2024,2,Low
462,"Moreno, Salazar and Sexton",Finance,Data Scientist,"Power BI, Hugging Face, TensorFlow",Mid,Full-time,"North Johnstad, TZ",80727-158409,1/29/2025,Startup,"MLflow, Scikit-learn",80727,158409,119568,2025,1,Medium
463,Lopez Ltd,Tech,AI Researcher,"Power BI, R, GCP",Entry,Full-time,"East Deborahshire, DZ",114829-163954,5/19/2025,Mid,PyTorch,114829,163954,139391.5,2025,5,Medium
